data,label
kenapa akun saya dinonaktifkan sedangkan di dalamnya ada uang saya gimna ini tokopedia ko tidak ada respon baiknya untuk akun saya tidak biaa d kembalikan kah,
bukan nya semakin simple ehh malah error,
penjual tokopedia banyak penipuan,
aplikasi bagus,
baru daptar beli tv malah di tipu di kirim kesing hp rugi banyak,
udah kelewat dari batas waktu pengiriman tapi pembeli tidak dapat kompensasi apapun,
kecewa sama toko pedia dapat kupon k malah di batal sistem kasih kupon hanya buat sandiwara doangdi pakai malah di batal sistem tidak bakal lagi beli di toko pedia penipu,
gemana cara mainya,
sangat membantu untuk belanja terimakasih tokopedia ditunggu bonusnya,
bagus,
sangat kecewa ya dengan admin resolusi yang cenderung berpihak pd penjual kronologi singkat saya sbg pembeli sudah mengembalikan barang ke penjual dan status resi sudah diterima tp penjual nampak manipulatif dan mengelak kalau menerima barang alhasil banding pun tidak kunjung selesai hampir satu bulan padahal semua bukti dan data konkret sudah saya lampirkan dan si admin sdh tau hasil update dari pihak kurir malah menahan resolusi tanpa ketegasan dan lambat akan saya laporan ke pengaduan konsumen,
semoga terus ada aplikasi yang sangat bermanfaat seperti ini,
jangan dnload kalau tidak mau menyesal aplikasi rusak parahsering erorbarang tidak pernah sampai,
sistem pengembalian barang nya sekarang sangat ga jelas ribet banget,
untuk metode pembaya ranya kirang cepat,
bagus,
bagus,
sekarang tidak layak penuh penipu tanpa tindakan n sgt merugikan konsumen mau hancur jangan pakai lagi,
jangan pernah beli di tokopedia banyak toko tipu² semoga play store ngehapus aplikasi tokopedia,
bagus,
aplikasi semakin tidak jelas kali gagal kirim mencari solusinya mana tidak ada sama sekali nihil tolong dong bantu proses dah kali lebih bahkan ini,
mantap,
benarkan dong saran pencairan nya ke barang lagi ini kalau mau mencari sesuatu saran yang muncul malah toko tidak ada barang dulu kan enak kalau mau nari barang yang saran nya barang di paling bawah baru toko tidak nyaman banget kalau mau mencari barang sekarang,
terdapat error terutama dibagian tagihan tokopedia card tidak dapat menampilkan jumlah yang akurat ditanggal terbit tagihan,
mulai saat inj tidak akan kasih bintang masalahnya ikut langganan tambah belum waktunya selesai e di hentikan ke ikutsertaan tokopedia tambah saya,
tidak bisa diakses di android,
luar biasa cepat praktis akurat,
lagi viral banyak toko penipu proses pengembalian dananya ribet harus ini itu tae,
mantap toko pedia,
saran untuk tokopedia kalau pembayaran jangan dipersulit pembayaran sangat terbatas ribet kalau beli pulsa pulsa untuk pengguna baru karena harganya pulsa rb bayar rb setiap kali bayar malah pesanan dibatalkan ini penipuan apa gmn terus pembayaran ribet kalau nomor danagopay beda dengan nomor yang akan di isikan pulsa harus verifikasi lagi inilh kenala lebih suka belanja di aplikasi shop lain padahal diskon tokopedia udah oke tpi medote bayarnya membuat ribet pol,
saya sudah daftar tapi pas mau beli malah dusuruh membuat akun lagi,
sangat membantu,
udah bahaya sekarang tokopedia no konsumen sekarang tidak aman banyak modus penipuan lewat wa minta qr dri expedisi,
pelayanan bagus,
oke lumayan bagus,
senang dan percaya dengan tokopedia mantap,
saya hanya nagih janji admin tokopedia yang mau memberikan kompensasi yang janji diproses hari setelah hari saya tagih lagi janjinya tidak ada penyelesain dan saya diblokir dichat online sekelas tokopedia penyelesain masalahnya seperti gni lebih baik pindah di aplikasi sebelah,
penanganannya lambat barang salah kirim toko sudah menyetujui untuk dikembalikan tapi admin tokopedia belum juga ada keputusan,
mengapa ada aplikasi saat mendanload,
lambat dalam penanganan masalah,
semakin sini semakin lemotberat aplikasi nya dan semakin berkurang diskon promo,
marak penipuan susah return,
banyak penipu berkedok penjualan dan tiba tiba saya menunggu konfirmasi di pihak tokopedia nya malahan pagi tokopedia saya tidak bisa d buka dan ke hek org minta suulusi email belum ada respon,
lewat web bisa masuk tp lewat aplikasi selalu di suruh ganti password padahal akun baru akun lamajg tiba ilang tokoed jadi aneh sekarang,
nama saya dan alamat dipakai oranglain untuk pengiriman cash on delivery yang tidak sama sekali saya order nomor hp pemesan tidak jelas report ke customer service tidak digubris sama sekali,
aplikasi mudah dimengerti membantu kita belanja online yang super cepat,
terimakasih,
aplikasih dajal saya beli barang tapi tidak sesuay terus shopee dari pada aplikasih tidak guna,
recommended seller jangan ragu beli di toko ini recommended seller,
tidak ada gratis ongkir wooii mahaall paling enak emang aplikasi oren,
algoritma mu ini sampah kali tokopedia masak akun ku di spam produk padahal selama ini di tokopedia cuma search dan beli halhal yang berhubungan ama gaming,
belanja nyaman aman terpercaya sudah sering memanfaatkan layanan tokopedia ini semoga tetap menjaga layanan tetbaik bagi penggunanya,
sekarang jelek banget ini aplikasi tokonya pda jarang aktif eh voucher nya jga hangus padahal batal otomatis ini udah lebih dari kali sering ngebleng banget,
oke banget semoga awet,
aplikasinya error aneh banget,
cuk susahnya masukin keranjang selalu kesalahan server cuk cuk,
aplikasi belanja paling parahterutama jika expedisinya id expresberminggu baru datengkomplain tidak bisatokopedia lepas tanggung jawab tidak responsifbahkan sangat susah,
gamau tau pas ada kesalahan sistem malas sama tokopedia gratong nya juga gaada berkali kali bilangnya ada gangguan dintumah tokopedia tidak dijelasin lagi busuk,
ya masukan tokopedia mau belanja senapan cobra,
oke bagus,
tidak profesional barang di co hari tidak proses padahal tu barang masih dijual dietalase mentang harga promo enak banget bilang stok abis,
sangat direkomendasikan untuk beli barang electronic,
tidak bagus untuk di gunakan,
maaf saya kasih dulu sebab untuk halaman bagian voucher plushalaman tokopedia care untuk menghubungi agen cfs gagal dimuat untuk redmi a sebelumnya saya pakai samsung a karena samsung a saya sedang ada kendala akhirnya saya pakai hp redmi a untuk device cadangan sayang sekali halaman tambah voucher gagal ditampilkan khususnya untuk voucher tambah diskon rb tanpa admin belanja semoga kedepannya bisa lebih baik lagi walaupun aplikasi dipakai untuk device android versi lama terimakasih,
dulu asik bner banyak cash backnya sama gratis ongkir bneran nolong sekrng semakin hari cash back sulit ongkir nya juga tinggi di tambah yang murah kadang tidak bisa kirim dngan alamat tidak kurir woy saya tinggal dikota palembang bukan plosok aneh benar aplikasi ini,
saya donlod aplikasi tiktok sheller jadinya hampir tiap hari di telepon csnya telpon tidak diangkat besoknya nelpon lagisudah satu minggu ditelpon customer service tiktok sheller jadi tidak nyaman,
belanja online komplit cepat murah mudah dengan berbagai sistem pembayaran,
paket selalu telat datang bisa dalam waktu hari atau lebih,
dikembalikan dana lama tolong diperbaiki,
pengiriman lambat tidak bisa pilih ekspedisi juga tolong diperbaiki,
oke cepat,
bagus,
saya sebenarnya dulu suka sekali dengan tokopedia sering saya jadikan marketplace utama ketika berbelanja tapi ada kejadian lupa bayar gopaylater rb akun langsung di blokir padahal denda sudah di bayar itu pun tanggal sudah clear malas lah sekarang pakai sekarang pindah aplikasi toko oren bisa beri limit x lipat dari yang di kasih gopay saking percaya nya toko oren terhadap pelanggan bye tokopedia,
keren,
aplikasi sedikit bisa membantu yang sesat di jalan,
mau pesan promo nya hilang gila benar,
sangat baik,
diskonnya waktu beli hilang diskon buat pemanis aja,
woi tampilan nya kenapa berubah ubah saya jadi bingung bayar gopay later,
tokopedia kalau komplain barang minta retur lama banget proses nya harusnya kalau retur makanan seperti coklat jangan lama udah mau minggu baru di proses minta di kirim ulang barang nya mana coklatnya gampang meleleh tidak semua orng punya lemari es oi gue pesan coklat pcs yang datang hanya pcs mana harganya mahal rb yang datang hanya coklat kecil² hanya mending beli silverqueen yang kg,
pinjemin dana,
sering error tidak bisa dibuka di hp pdahal udah sering update juga,
banyak keuntungan transaksi dipermudah kredivo tiktok dan lain lain terima kasih tokopedia,
promo kadang tidak bisa dipakai,
admin tokopedia sekarang kurang bisa diandalkan saya komplain dari tanggal september sampai sekarang tidak ada kejelasanbeli barang kelihatan dikemas dan dikirim selisih jam langsung selesaibegitu dikomplain barang belum diterima oleh pembeli dari penjualnya menolak dikomplain dan kurir tidak di investigasi karena tidak ada foto penerima dan foto resinya jawaban juga ber putar dari admin dan ini mencari kelengahan dari pembeli supaya pesanan komplain selesai jadi harus selalu update,
saya sering belanja dari tokopediaalhamdulillah barangnya bagusbagus dan murah dan cepat sampai sesuai dan pengiriman nya cepat sesuai perjanjian kirim tterimakasih tokopedia good luck dan semoga selalu amanah,
memudahkan dan sangat membantu penjual dan pembeli,
banyak seller penipu di sini dan proses pengembalian dana nya berteletele dan ribet tidak ada solusi sama sekali,
lengkap dan terpercaya,
bagus,
baru aja saya mau bayar tagihan lewat tokopedia ternyata gagal transaksinya dan katanya dana refun tp dananya keterangannya sedang proses review belum masuk sedangkan saya butuh uangnya komplain customer service percuma lambat g respon masa dikembalikan uang makan waktu lama kemarin transaksi gagal juga tp lsgsg balik saldonya la hari ini licik banget giliran besar balikinnya lama banget uang saya,
baik,
akun saya tiba tiba no hp nya ganti terus berkas berkas transaksi ilang semua aneh emng tokopedia ini paling aman ya shopee,
error terus menerus,
ribet,
saya tidak lagi menggunakan aplikasi ini kerena proses pengembalian barang yang tidak masuk akal setelah melihat kasus tas touring yang juta jadi bye bye pindah ke oren,
tim tokopediacare nya saya kurang puas dengan kinerjanya sangat lama menyelesaikan masalah nya tolong hargai tiap customer,
mantap,
tolong adain fitur percepat pesanan ke jasa pengiriman dishopee udah dari dulu barang stuk disitu mau komplain ribet harus tunggu hari h note saya bintang agar kalian bisa bacalikemuncul diulasan kalian,
terimakasih sudah memberikan pelayanan yang baik,
cinta tokopedia,
tokopedia sekarang tidak beres pengiriman ekspress kok jadinya ekonomi jaminan barang tiba sesuai yang tertera hanya omong kosong saja telat sudah bermingguminggu tidak cepat direspon admin tokopedia carenya budek dan lambat diajukan komplain dan permintaan dikembalikan very slow parah sekali mikir sekian kali lagi untuk transaksi di tokopedia,
belanja lebih mudah,
jelek dikembalikan saldo hrus tunggu x jam penarikan saldo hrus tunggu jam,
narik saldo ke rekening akun sendiri d tahanngeselin padahal buat belanja lagi membuat kapok naro saldo nominal besar di tokopedia gaes kalau mau narik uang jangan langsung sekaligus lama sedikit sedikit aja uang kita sebagai pembeli di tahan,
beberapa fitur perlu perbaikan untuk pengalaman belanja lebih lancar,netral
kecewa banget sama pelayanan pihak tokopedia ini pelayanan lambat banget sumpah penarikan dana dikembalikan ke rekening lama acc nya heran banget pedahal klo tiktok mah hitungan detik ini tokopedia berhari hari kok bisa gitu pedahal penarikan saldo kan kadang di perlukan loh jadi tolong direvisi lagi pelayanan nya gercep dong jangan lambat sumpah kecewa banget,
hati jika anda sebagai buyer dan berbelanja di tokopedia saat buyer mengalami penipuan dari seller csf tokopediacare tidak menanggapi kasus dengan detail dan progresif berulang kali menghubungi customer service tidak ada tanggapan hanya dibuatkan tiket komplain dan tidak ada tindak lanjut terkait saldo kompensasi dan dana dikembalikan pun hanya omong kosong selamatkan uang anda dari kejahatan sistem tokopedia,
pembayaran semakin mudah dan praktis ekonomis,
pelayanan buruk customer service hanya bot alamat tiba berubah sampai di retur pesanan saya,
woy pedia saya punya pantun buat lo dengerin y beli pulsa dapat cashback cashbacknya membuat susah katanya ecommerce terhebat promo palsu membuat resah maka tuh pantun hinaan hahahaha,
oi yang benar lah stlah kali update mau ganti mode pembayaran aja lambat baget tidak bisa tunggu nya sampai th apa lagi mau cekout susah benar,
cukup puas belanja di tokopedia hanya ongkir terlalu mahal kalau bisa ongkir di kurangi itu aja,
aplikasi tidak bisa di buka,
sekarang kurang asik buat berselancar di tokopedia setiap klik etalase terus balik lagi malah di ulang dari awal lagi balik scroll keatas lagi menganggu banget tidak nyaman,
admin lambat sampai sekarang belum solve pesanan saya,
saya pesan tab di toko seller tanggal oktober di estimasi sampai tanggal oktober di kirim nya malah tanggal oktober dan dari tanggal sampai tanggal oktober tidak ada update apapun di lacak masih di tangan kurir sudah chat ke seller tapi respon seller seperti tidak peduli kaya lepas tangan gamau tanggung jawab udah ngajuin komplain tapi di tolak alasan barang sudah di kirim dan admin tokopedia pun slow respon malah gada solusi sama sekali jelek banget sumpah,
ketika pengiriman barang tidak sampai dan return ke penjual dikembalikan debit online hari lamanya ini buruk sekali dan ini ke x nya tokopedia harus perbaiki ini karena pembeli akan menunggu lama untuk bisa membeli lagi,
fitur notifikasi menginformasikan status pengiriman,netral
oke sih simpel dan sangat membantu dalam belanja,
keren,
masa cman pro kepada penjual aja,
good lebih mutakir dan enteng dan nyaman d gunakan,
beberapa kali order selalu lewat dari estimasi dari sekian yang terlewat hanya yang diberikan konpensasi itu pun karna saya terus laporan kalau di shopee otomatis dapat vouvher konpensasi disini hadeuuh kecewa jauh dari harapan pelayanannya,
paling bagus untuk berbelanja di toko pedia ini,
sudah tidak layak ada di market indo wd uang masa seminggu ber putar dulu ke bank dunia kali ya,
ribet banget segala harus diverifikasi barang gojek ribet lambat lama,
tempat beli barang,netral
feed yang saya following tidak bisa discroll jadi tidak bisa lihat update stok toko favorit,
bisa liat detail toko dulu sebelum beli barang,netral
enak gampang banyak diskon cocok lah ama saya si sultan dubai,
ecommerce paling jelek ribet ngaco sedunia user dan seller paling dirugikan ada masalah tidak bisa chat dengan customer service hanya dilayani bot yang tidak ada manfaat uninstall langkah terbaik atas aplikasi ini,
tambah kan fiturnya terus tambah kan diskonnya dong,netral
mulai lambat sekarang malah tambah banyak toko tidak amanah,
proses dikembalikan sulit dan berbelit lebih bagus shopee,
mantap sekali,
sekarang kenapa agak lama yh,
apaan coba masa mengirim paket dari jatim ke jateng hari belum datang kocak aplikasi mending disebelah hari sudah datang,
good aplikasi gratis ongkir semua yang kita mau ada di sini,
beli di tokopedia cara pembayaran sangat mudah lewat aplikasi apapun langsung deal,
pelayanan dan fasilitas cuma gitugitu aja tapi biaya layanan naik terus buat nutupin harga saham yang tidak ketolongan ye transaksi batal pun juga biaya layanan tidak dikembalikan bubar aja dah kalian tokopedia,
oke,
mantap,
suka banget beli online,
aplikasi tipu,
bagus,
sistem retur barang ga jelas dana pengembalian belum cair cair udah hari tokopedia ga jelas jangan pada mau belanja disini kalau ada bintang minus saya kasih,
oke,
kenapa saya tidak bisa daftar program affiliate,
jelek tidak bisa pesan pakai bebas ongkir,
lebih nyaman ini ketimbang si oren,
hapus opsi jasa pengiriman ekspedisi ninja xpres,netral
klaim asuransi kerusakan dari solusiutama pembohong sudah bayar asuransi namun klaim di tolak aneh rugi bayar asuransi,
sekarang ada error di bagian feed folowwingtidak bisa scroll mohon segera diperbaiki,
sangat membantu,
pesanan di batalkan dan uang dikembalikan saya belum kembali sampai lebih dari hari lewat mandiri,
proses penarikan dana sangat susah sama sekali tidak ada respon customer service sangat menyesal menggunakan toko pedia untuk semua nya lebih baik menggunakan aplikasi orange,
terbaik,
aplikasi nya lebih bagus dari shopee tapi biaya pengiriman nya mahal,
semoga kedepannya sukses terus,
kalau harga mahal bisa beli ketika harga murah langsung aja error,
mudah murah,
oke,
begitu ada diskon langsung error,
tokopedia mantap,
ribet dan bertele tele dalam komplain,
sekali minggu update,
oke banget,
kok susah amat masuk aplikasinya,
pengembalian saldo belum di dikembalikan padahal peraturannya kalau dikembalikan ke gopay hanya x sehari tapi ini sudah lebih dari sehari tolong saya hanya ingin uang saya kembali,
error mulu si mau mesen tidak bisa saya,
dapat kupon terus setiap hari belanja online,
jangan pakai aplikasi ini sekarang jelek banget pelayanannya buruk lama nunggunya customer servicenya tidak berguna tidak bisa ngapa ngapain pesanan produk aja tidak bisa ngurus hanya dibuat mutermuter mending pakai aplikasi shopee aja atau lazada apa yang lainnya yang fokus buat jualan yang tidak kaya tokopedia jelek banget apalagi sejak kerjasama dengan tiktok jadi lebih parah aplikasinya kaya orang tlol yang mau di buat mutermuteruninstall tokopedia pindah ke yang lain,
good experience,
mantap,
tidak perlu ribet sangat cepat,
belum pernah beli,
murah semoga semakin murah lagi,
ongkir bos diturunkan,
dah malas belanja di tokopedia tiap scroll klik barang pas back malah kembali ke awal atas terus aja kaya gt n berat lagi jadi ribet,
mulai sekarang unistall mau berhenti jualan disini karna pembayaran tokopedia harus tunggu jam x hari baru saldo masuk seola olah hasil jualan kita jadi saham ditokopedia sellerburuk sekalidan terlalu banyak biaya penanganan biaya iniitu jadi hampir hasil penjualan dipotongparah,
kali orderan pelayanan tokopedia care buruk mau claim banyak alasan sampai seminggu tetap beralasan yang paling parah makanan dan obat ternyata bukan makanan brand malah makanan repack kiloan dan semua over claim dan palsu sampai membanhayakan nyawa orang tua saya,
tolong pisahkan tokopedia dengan tiktok shop,netral
saya mesan paket ditiktok melalui tokopedia tapi barang tida sesuai dengan apa yang saya pesan dan tidak ada taggpan saat saya mengajukan pengembalian barang padahal saya benar benar berharap bahwa saya tidak ingin rugi,
kepada pihak tokpedia mohon jangan pakai jasa cicepatpihak terkait pasti sudah tau juga kan alasan nyapesanan hilang kalopun tidak hilang satu bulan baru sampai,
udah mending unistall aja aplikasi ini kapok saya pakai aplikasi ini padahal saya sudah sering transaksi pakai apliaksi ini tapi kalau ini kelewatan setelah dikembalikan auto unistall aplikasi asli parah dari customer service sampek seller tolol semua udah mending jangan belanja di tokopedia paraash,
tokopedia memenuhi semua ya dibutuhkan pokonys mantap,
mantap,
dulu saya suka banget belanja disini tapi sekarang jadi beda kurirnya lambat pick up pesanan seller pada cuek kalau ditanya csnya lambat dan tidak nyaman pesanan juga ada masalah,
mantul dapat harga pulsa rupiah,
aplikasi yang bermanfaat aman dan mudah digunakan hatur nuhun,
oke,
alhamdulillah sejauh ini saya memakai tokopedia aman saja banyak promo dn potongan harganya barang terjamin keasliannya dn keadaannya kalaupun retur cukup mudah prosesnya,
tunggakan paylater tokopedia mahal bro lebih baik jangan download,
mantap,
oke semoga berkah,
diskon nya besar sih tapi jelek nya paket ku gagal dikirim,
jadi tambah rusak tokopedia kerja sama dengan ninjaxpress pesanan saya tanggal september sampai sekarang tanggal oktober belum juga dikirim update pengiriman tidak jelas komplain sempat ditolak saya ajukan komplain lagi sampai sekarang tidak direspon penjahat lo semua,
terlalu sering ada permintaan update,
sering di telpon misterius buruk sekali pelayanannya,
paket estimasi datang tanggal mei sudah telat tiba ditambah lagi estimasinya jadi mei parah sekali ini tokopedia,
lama lama rusak ni tokopedia penarikan dana lama banget mending beralih ke toko oren dah ampun dah tokopedia,
masalah bagus up emoney keatas error update saldo saldo tidak nambah uang tidak bisa balik karena udah di tf terus uang nya kemana jir,
sedikit masukan aja tolong di kasih fitur pemilihan ekspedisinya beberapa jasa ekspedisi kadang lambat penangannannya jadi kita bisa pilih penyedia ekspedisi yang mumpuni di daerah kita,
mau redeem gift card susah amat anjg,
sudah sulit bertahan dulu suka pakai ijo sekarang jujur saya lebih puas dengan orange mhon maaf sebelumnya terima kasih,
gara gara expedisi jasa pengiriman jne aku kasih bintang tidak ada tindakan buat jasa pengiriman jne yang selalu lambat dalam pengiriman minimal teguran lah atau putus kontrak dengan mereka beli barang online selalu telat dan bermasalah kalau dianter jasa pengiriman jne,
kecewa dan sangat kecewa saya berblnja di tokopedia saya membuat pengajuan dan pngduan responnya gitu_gitu aja,
mantap murah dan original,
respon tokopedia sekarang kok lambat banget sering gangguan kok lambat banget buka halaman aja tidak ada foto nya dan pokok nya lambat,
masa saya download tidak bisa,
notifnya ganggu,
sekarang susah banget hubungichat dengan penjualbikin aplikasi ko ribet bgtmakin sini ko jadi semakin kesana malah mundur padahal saya gold member,
saya suplayer batu bata merah ikut gabung buat pengiriman,
senang sekali,
membuat stress gara² pencarian ngaco,
biaya admin persen dari omzet penjualan kotor itu sangat tidak manusiawi untung udah tidak seberapa di babat sama biaya admin,
pelayanan customer service semakin jelek mulai banyak toko penipuan dn penanganan masalah lama respon customer service nya pun maikin memburuk,
heran di tokopedia ini terlalu banyak pedang penipu nya ya dan seperti sengaja di biarkan oleh tokopedia mohon saran setiap selesai pengantaran tolong tombol selesainya jngn terpampang paling utama di di depan karna kita belum jelas liat barangnya keburu terpencet tombol selesai pengantaran pdhal barang yang di kirim sampah alias toko penipuan dan untuk tombol komplain di buat jngn sulit di akses sehingga memudahkan kita untuk komplain prantas pedangan penipu sudah terlalu meresahkan di aplikasi ini,
aplikasi mau cek out aja lambat tidak jadi beli aturan beli sini jadi beli ke orenge,
banyak toko tipu di retur susah skali di tokopedia ini uang blum kembali smpai sekarang,
jelek tidak bisa pesan barang pakai gratis ongkir,
bagus cepat tanggap,
makasih tokopedia dan semua tim dari tokopedia kalian the best,
minta di updated terus tiap buka app ngabisin data ajh bisa malah gagal terus ujung nya,
pantas harga barang di tokopedia lebih mahal krna potong untuk tokopedia dari hasil penjual nya besar banget gmna umkm mau maju wong sama tokopedia nya di peres,
membantu,
saya tidak bisa mengajukan komplain sudah dipencet tombol ajukan komplain tapi terus loading tidak selesai,
customer service tidak jelas pengembalian barang tidak ada kejelasana,
kategori produk di aplikasi diatur supaya gampang dicari,netral
barang rusak karna pengiriman tidak bagus tidak bisa di dikembalikan mending beli online barang yang jangan pecah belah tidak bisa di dikembalikan,
mantap,
metode pembayaran lain tidak bisa digunakan dana dikembalikan tidak bisa dipakai jadi ngejogrog bae,
bagus,
tolong dong lebih seleksi lagi dalam memasukkan penjual ke aplikasi ini saya kena tipu disini hp sampai sekarang tidak dateng dateng nama toko nya spade clouser emang toko anj tolong dong tindaknya coba ikutin aplikasi sebelah oyen tidak ada nipu selama saya belanja di sana sekali saya belanja disini kena tipu asw emang udah mah tidak bisa lapor lagi disini pokoknya ini aplikasi paling tidak saya suka selama hidup saya trauma saya,
akun ya lama ada yang masukin dan tiba pesen barang tanpa sepengantuhan ku masak akun bisa di masuk akun lain dan akun langsung ku tutup permanen,
sering error ngajuin kenaikan limit tokopedia card malah error terus semakin sini semakin jelek aplikasi nya error terus,
aplikasi tolol tidak ada tombol untuk batalkan pesanan chat customer service ai mulu yang jawab tidak guna nie aplikasi nyeseldownload,
seller semua pemalas tidak ada inisiatif selalu menunggu kurir bisa sampai hari minimal drop ke yang terdekat seperti klo sampai sore tidak datang klo kaya gitu sih setelah barang sampai tidak bakal saya tekan selesai biarin aja system yang selesaikan,
aplikasi bagus tokopedia,
cepat banyak pilihan,
membantu dan memudahkan untuk bisa memenuhi kebutuhan sehari,
aplikasi belanja online terjelek dan terparah saat ini masa paket mau dihilangkan kurir dengan estimasi tiba ng wajar nga bisa di ajukan komplain mengikuti kurir tanpa ditinjau terlebihi dahulu sangat buruk harusnya kalau paket telah melewati estimasi tiba dan tertera nga wajar customer service nya bisa dihub dulu bagus semakin sini jelek parah buruk paket harusnya sampai tanggal hari h bisa diundur sampai hari,
 adil dalam memberikan diskon,
untuk chat admin susah bnerdan saldo ter endap tidak bisa di pakaikurang bagus tokopedia kalah sama yang lainny,
tokopedia tidak warah blom apa udah pelanggaranmana ongkir mahal lagi produknya juga mahalmending kalian tidak ush instal aplikasi ini dehh agar tidak menyesal,
kerenn,
parah si saya beli barang estimasi sampai tanggal sampai tanggal tidak sampaisampai udah melebihi batas estimasi kalau sekali tidak pp lah masa iya ini sampai berkalikali padahal dihari yang sama checkout di aplikasi sebelah loh mlhn pakai aplikasi sebelah duluan yang sampai padahal sama jauh dri jkt padahal sama pakai kurir jasa pengiriman jnt tpi kenapa yang di tokopedia lebih lama parah si giliran komplain ribet banget harus tunggu dulu investigasinya lama,
memuaskan,
data saya di sebar monyet,
mendingan beli di toko oren dijamin tidak ada nipu barang juga bisa bergaransi,
ini sangat berguna buat saya,
mantap,
sudah tidak berpihak lagi sama rakyat kecilversinya sudah tidak suport lagi sama hp saya setiap mau di buka selalu terhenti membagongkan,
suka,
mantap,
bagus,
ya terima kasih banyak,
kurir rekomendasi tp aslinya sangt tidak direkomendasikan lambat terlalu lama transit paket dioper sana dioper sini beda xpedisi kalau paket hilang tracking nya jadi susah hilang dixpedisi apa tidak bisa ketahuan karna dipickup xpedisi a di anter kurir c bahkan bisa x hanlde paket beda xpedisi contohnya dipickup jasa pengiriman jnt transit digudang jasa pengiriman jne dianter id xpress,
oke,
tidak tau kenapa dengan tokopedia sekarang layanan nya sangat buruk pesan dari toko kali deres ke serpong sudah hari belom tiba juga saya komplent tidak ada tanggapan sama sekali admin tokpednya sudah jelas di lacak barang tidak bisa dikirim tpi komplenan saya tidak di proses tidak kembali kan dana,
pelayanan kirim lama sekali respon penjual juga tidak ada,
sumpah yesal saya makai aplikasi ini pesanan tidak ada update pengiriman mending pakai shopee responnya cepat klo ada apa cepat terselesaikan klo tokopedia tidak sesuai sop,
sangat asli barang nya,
alhamdulillah sangat memudahkan saya dalam segala hal,
mahal jirr,
mantap,
jangan sampai tokopedia di tinggal pelanggan setia padahal aplikasi sebelah lebih mudah pengiriman nya mohon agar selektif lagi memilih kurir rekomendasi apalagi sap express gila itu pengiriman tidak transparan status pengiriman nya out going incoming lah tidak di jelaskan sampai mana nya keliatan tidak profesional nyalama ketika di komplain ada kurir menghubungi tapi salah pula paket yang mau di kirim nya hadeh,
bagus harga murah dan di tambah dengan banyak nya diskon,
cpat dan praktis,
estimasi bisa berubah sesuka hati kalau gtu tiap kali paket tidak sampai di ulur terus estimasi nya payah pesenan dari kapan belum sampe² juga di ulur terus²an udah sampai estimasi pengiriman terus ajaa diulur,
busuk,
oke,
memang mantap belanja disini,
serba error,
notifikasi update menyebalkan muncul terus,
semakin sini semakin banyak error nyoba instal ulang tunggu lama malah gagal instalasinya deuh beda dengan app toko sebelah simple,
keren,
beberapa aplikasi tokopedia belum bisa dibuka mohon informasinya,netral
aplikasi tidak rekomendasi dana kita ditahan minta foto nya dibilang blur,
banyak error masa harga piring semi melamin lusin ribu ongkos kirim nya ribu buset,
aplikasi error terus,
diskon dan gratis ongkir hilang saat mau check out buang² waktu pakai aplikasi ini,
marketplace maksa tidak bisa pilih pengiriman yang di mau harus menggunakan pengiriman pilihannya sendirii kecewa dengan rekomendasi pengiriman tokopediaa,
error mulu gagal login sama tiba keluar sendiri,
tidak cocok buat aku yang tidak sabaran katanya kode verifikasi udah dikirim nyatanya belum loading daftar lama banget,
aplikasi ini sekarang sudah update besarbesaran apalagi updatenya sangat membantu para calon pembeli tambah ternyata banyak voucher promo dan diskon ya lumayanlah saya suka aplikasi ecommerce yang satu ini tokopedia,
terima kasih aplikasinya agar mudah belanja,
heran kenapa sih kalau mau buka menu pembayaran lainnya selalu tidak bisa atau tidak suka lama gitu loading nya kita mau beli tapi pengen pakai pembayaran lain masa tidak bisa benarkan tuh sistemnya,
dapat voucher rbu dengan cekout barang tidak ada voucher nya padahal dh cekout barang malah suruh cekout lagi barang gimana sih,
semakin sini semakin tidak jelastiba dibatalkan refundnya dikembalikan dimana juga tidak jelasdi chat lama,
semoga lebih ditingkatkan kembali aplikasinya,
senang belanja,
mohon diperbaiki,
baru mencoba,
fitur pepeng shoot di garena belum bisa dipakai,
parah dan hancur sekarang tokopedia ini paket saya tidak sampai di sistem masih gantung lacak tokopedia care nya juga lepas tangan tidak membantu seller juga tidak memberi response kurirnya paxel menggantung lacak disistem sudah minggu dulu bisa batal sekarang dipaksa urusin sendiri tidak ada penengah saya hanya membeli dengan jujur tapi dicewain begini jangan beli tokopedia lagi lepas tangan dan masa bodo customer servicenya tokopedia carenya sangat berbahaya beli di tokopedia,
oke,
suka sekali,
sistem penipuan dikasih harga dari diskonnya udah jelas tapi pas mau pembayaran saya hitung kok totalnya beda tidak sesuai diskon padah udah saya unceklis biaya asuransi sama proteksi gila banget ngambil untungnya aplikasi tidak amanah voucher diskon berasa kgk ada gunanya soalnya kalau dipake harganya ya emng tetep segitu berarti kgk dapat diskon apa sialan,
buat expedisi sendiri agar lebih terintegrasi dan lebih cepat sampai,
note recommended setelah gabung tok tok,
oke,
susah dibuka saya posisididaerah sini,
di update malah ngelag di menu voucher nya,
bagus barang sesuai berkualitas dengan harga yang terjangkau,
oke,
tokopedia care yang lambat,
aplikasi mengecewakan dana dikembalikan di tarik malah pending terus gimana sih cara kerjanya,
