data,label,label_self_training
saya harap apus data saya di gopay pinjam karna data saya di tolak untuk gopay pinjam saya akan laporkan ke pada pihak yang berwajib kalau data saya di gunakan yang tidak benar,,negatif
tolong kasih keterangan seller aktif sekian hari lalu sering beli disini zonk ternyata seller tidak aktif terus mesin pencariannya udah tidak kaya dulu kalau sekarang tidak asik yang dicari apa yang muncul apa,,negatif
saya jualan di tiktokshop hasil penjualan saya dana tidak bisa di tarik,,negatif
belanja tidak nyaman dan tidak aman barang datang rusak pengajuan klaim lama bertele tele padahal sudah pakai asuransi pengiriman pun malah di tolak percuma bayar lebih tidak guna masih mending di shopee klaim gampang tidak pakai ribet sat set uang kembali barang di jemput kapok belanja di tokopedia mana barang nya mahal mahal dah lah uninstall aja,,negatif
sekarang barang serinh nyasar dan admin tokopedia tidak ada tanggung jawabnya,,negatif
gue kasih bintang karna kurang memuaskan,,positif
csnya kocak saya tanya kendala malah di akhiri chatnya ama customer service,,negatif
buruk sekali kenapa semakin sini semakin buruk tadi saya mau belanja tapi tidak jadi malah saldo dana kepotong dan tidak ada transaksi belanjanya,,negatif
mudah untuk belanja banya pilihan dan bonus,,positif
lancar transaksinya,,negatif
banyakin promo nya,netral,netral
kecewa di th ketmu penjual toko penipu bermana firman onderdil uang saya tidak balik rb respon lambat di pusat resolusi baiklah udah muak banget minggu tidak balik dana beli dari sini,,negatif
tokopedia kenapa riwayat transaksi saya hilang padahal nominal transaksinya tidak sedikit loh,,negatif
punya limit diatas jt tiba dipotong jadi jt itupun tidak bisa dipakai wkwkwk padahal tidak pernah telat bayar untung sisa tagihan tinggal dikit bayar lunas dan siap unistall,,negatif
chat sama customer service susah buka susah lagi tidak bisa malahan punya karyawan tidak ini perusahaan retur barang salah kirim dana tunggu di terima penjual baru dikembalikan alih di kembalikan di fitnah penjual barang bukan barang dia alhasil barang tidak dapat uang hilang kapok aplikasi sampah,,negatif
pusat resolusi nya lambat,,negatif
ini bahaya saya membeli barang di tokopedia kemudian barang di batalkan oleh penjual dan saldo dikembalikan saya di tarik oleh sarah siapa itu sarah saya aja tidak kenal,,negatif
sangat mudah untuk berbelanja,,positif
bisa beli apa apa aja di tokopedia,netral,negatif
update terus tp masih bynk kndalasprti mau byr aja loading terus gagal terus jdny,,negatif
alhamdulillah bagus respon dikembalikan responsif,,positif
tampilan membingungkan,,negatif
ongkir terlalu mahalaq coba langganan rb perbulan tetap kena onkir rbrb itu pun paling banyak baranglewat dari itu langsung melonjak sampai rb lebih lebih mantap pakai shopee,,negatif
pantes saja banyak yang pindah ke toko orange w beli obat di apotek online tokopedia dari tanggal sampai sekarang tanggal gada tokonya gada solusi tokopedia lemoott pelayanannya jasa ninja express mengecewakan,,negatif
mantap proses cepat bisa jadi langganan karna kualitas barang bagus,,positif
hati belanja di sini klo barang yang dikirim tidak sesuai tidak bisa di retur banyaplk penipuan di tokopedia hati,,negatif
lebih dari tahun belanja ahirnya pindah ke sopeemasa kita retur barang suruh bayar ongkos sendirienak belanja di sopeeretur tanpa bayar ongkirduit langsung balik,,negatif
da beberapa pilihan metode pembayaran di aplikasi,netral,netral
bagus banyak promo menarik sangat keren untuk tokopedia ini mantap,,positif
bsi belum bisa dipakai buat virtual account,netral,netral
pelayanan nya tidak jelas manajemen nya ancur,,negatif
mantap,,positif
oke sekali banyak voucher,,positif
komplain lambat diatasi customer service juga lambat menangani keluhan terkait pengiriman susah dapat informasi yang pasti semakin ancur aja tokopedia tidak kaya shopee lebih cepat dalam memberikan solusi dalam memberikan kepuasan pembeli saat ada kendala dalam transaksi tolong tokopedia belajar lagi aja ke manajemen shopee,,negatif
setelah diupdate tidak bisa pembayaran melalui gopay,,negatif
saya berlangganan fitur tambah tapi tidak bisa saya pakai vouchernya saya rugi sudah bayar rb tpi voucher tidak bisa terpakai pdahal di keterangan masih aktif sampai november tpi tidak bisa terpakai sama sekali ternyata di aplikasi ini suka menipu pelanggan suka mengambil uang pelanggan tidak amanah begitu pun customer service nya menjawab nya lama cuek dan jawaban yang diberikan tidak sesuai pertanyaan,,negatif
paling terbaik,,positif
mengecewakan kebocoran data yang terjadi,,negatif
puas,,positif
notifikasi udah di matiin semua masih aja tiap hari di kirim notifikasi promosi tidak jelas membuat orang kesel tidak pernah dibenerin lagi,,negatif
transaksi tidak bisa berjalan lancar,,negatif
oke sekali,,positif
layanan bagus,,positif
transaksi jadi lebih mudah dan murah dengan berbagai promo,,positif
kenapa akun saya dinonaktifkan sedangkan di dalamnya ada uang saya gimna ini tokopedia ko tidak ada respon baiknya untuk akun saya tidak biaa d kembalikan kah,,negatif
bukan nya semakin simple ehh malah error,,negatif
penjual tokopedia banyak penipuan,,negatif
aplikasi bagus,,positif
baru daptar beli tv malah di tipu di kirim kesing hp rugi banyak,,negatif
udah kelewat dari batas waktu pengiriman tapi pembeli tidak dapat kompensasi apapun,,negatif
kecewa sama toko pedia dapat kupon k malah di batal sistem kasih kupon hanya buat sandiwara doangdi pakai malah di batal sistem tidak bakal lagi beli di toko pedia penipu,,negatif
gemana cara mainya,,negatif
sangat membantu untuk belanja terimakasih tokopedia ditunggu bonusnya,,positif
bagus,,positif
sangat kecewa ya dengan admin resolusi yang cenderung berpihak pd penjual kronologi singkat saya sbg pembeli sudah mengembalikan barang ke penjual dan status resi sudah diterima tp penjual nampak manipulatif dan mengelak kalau menerima barang alhasil banding pun tidak kunjung selesai hampir satu bulan padahal semua bukti dan data konkret sudah saya lampirkan dan si admin sdh tau hasil update dari pihak kurir malah menahan resolusi tanpa ketegasan dan lambat akan saya laporan ke pengaduan konsumen,,negatif
semoga terus ada aplikasi yang sangat bermanfaat seperti ini,,positif
jangan dnload kalau tidak mau menyesal aplikasi rusak parahsering erorbarang tidak pernah sampai,,negatif
sistem pengembalian barang nya sekarang sangat ga jelas ribet banget,,negatif
untuk metode pembaya ranya kirang cepat,,positif
bagus,,positif
bagus,,positif
sekarang tidak layak penuh penipu tanpa tindakan n sgt merugikan konsumen mau hancur jangan pakai lagi,,negatif
jangan pernah beli di tokopedia banyak toko tipu² semoga play store ngehapus aplikasi tokopedia,,negatif
bagus,,positif
aplikasi semakin tidak jelas kali gagal kirim mencari solusinya mana tidak ada sama sekali nihil tolong dong bantu proses dah kali lebih bahkan ini,,negatif
mantap,,positif
benarkan dong saran pencairan nya ke barang lagi ini kalau mau mencari sesuatu saran yang muncul malah toko tidak ada barang dulu kan enak kalau mau nari barang yang saran nya barang di paling bawah baru toko tidak nyaman banget kalau mau mencari barang sekarang,,negatif
terdapat error terutama dibagian tagihan tokopedia card tidak dapat menampilkan jumlah yang akurat ditanggal terbit tagihan,,negatif
mulai saat inj tidak akan kasih bintang masalahnya ikut langganan tambah belum waktunya selesai e di hentikan ke ikutsertaan tokopedia tambah saya,,negatif
tidak bisa diakses di android,,negatif
luar biasa cepat praktis akurat,,positif
lagi viral banyak toko penipu proses pengembalian dananya ribet harus ini itu tae,,negatif
mantap toko pedia,,positif
saran untuk tokopedia kalau pembayaran jangan dipersulit pembayaran sangat terbatas ribet kalau beli pulsa pulsa untuk pengguna baru karena harganya pulsa rb bayar rb setiap kali bayar malah pesanan dibatalkan ini penipuan apa gmn terus pembayaran ribet kalau nomor danagopay beda dengan nomor yang akan di isikan pulsa harus verifikasi lagi inilh kenala lebih suka belanja di aplikasi shop lain padahal diskon tokopedia udah oke tpi medote bayarnya membuat ribet pol,,negatif
saya sudah daftar tapi pas mau beli malah dusuruh membuat akun lagi,,negatif
sangat membantu,,positif
udah bahaya sekarang tokopedia no konsumen sekarang tidak aman banyak modus penipuan lewat wa minta qr dri expedisi,,negatif
pelayanan bagus,,positif
oke lumayan bagus,,positif
senang dan percaya dengan tokopedia mantap,,positif
saya hanya nagih janji admin tokopedia yang mau memberikan kompensasi yang janji diproses hari setelah hari saya tagih lagi janjinya tidak ada penyelesain dan saya diblokir dichat online sekelas tokopedia penyelesain masalahnya seperti gni lebih baik pindah di aplikasi sebelah,,negatif
penanganannya lambat barang salah kirim toko sudah menyetujui untuk dikembalikan tapi admin tokopedia belum juga ada keputusan,,negatif
mengapa ada aplikasi saat mendanload,,negatif
lambat dalam penanganan masalah,,negatif
semakin sini semakin lemotberat aplikasi nya dan semakin berkurang diskon promo,,negatif
marak penipuan susah return,,negatif
banyak penipu berkedok penjualan dan tiba tiba saya menunggu konfirmasi di pihak tokopedia nya malahan pagi tokopedia saya tidak bisa d buka dan ke hek org minta suulusi email belum ada respon,,negatif
lewat web bisa masuk tp lewat aplikasi selalu di suruh ganti password padahal akun baru akun lamajg tiba ilang tokoed jadi aneh sekarang,,negatif
nama saya dan alamat dipakai oranglain untuk pengiriman cash on delivery yang tidak sama sekali saya order nomor hp pemesan tidak jelas report ke customer service tidak digubris sama sekali,,negatif
aplikasi mudah dimengerti membantu kita belanja online yang super cepat,,positif
terimakasih,,negatif
aplikasih dajal saya beli barang tapi tidak sesuay terus shopee dari pada aplikasih tidak guna,,negatif
recommended seller jangan ragu beli di toko ini recommended seller,,negatif
tidak ada gratis ongkir wooii mahaall paling enak emang aplikasi oren,,negatif
algoritma mu ini sampah kali tokopedia masak akun ku di spam produk padahal selama ini di tokopedia cuma search dan beli halhal yang berhubungan ama gaming,,negatif
belanja nyaman aman terpercaya sudah sering memanfaatkan layanan tokopedia ini semoga tetap menjaga layanan tetbaik bagi penggunanya,,negatif
sekarang jelek banget ini aplikasi tokonya pda jarang aktif eh voucher nya jga hangus padahal batal otomatis ini udah lebih dari kali sering ngebleng banget,,negatif
oke banget semoga awet,,positif
aplikasinya error aneh banget,,negatif
cuk susahnya masukin keranjang selalu kesalahan server cuk cuk,,negatif
aplikasi belanja paling parahterutama jika expedisinya id expresberminggu baru datengkomplain tidak bisatokopedia lepas tanggung jawab tidak responsifbahkan sangat susah,,negatif
gamau tau pas ada kesalahan sistem malas sama tokopedia gratong nya juga gaada berkali kali bilangnya ada gangguan dintumah tokopedia tidak dijelasin lagi busuk,,negatif
ya masukan tokopedia mau belanja senapan cobra,,negatif
oke bagus,,positif
tidak profesional barang di co hari tidak proses padahal tu barang masih dijual dietalase mentang harga promo enak banget bilang stok abis,,negatif
sangat direkomendasikan untuk beli barang electronic,,positif
tidak bagus untuk di gunakan,,positif
maaf saya kasih dulu sebab untuk halaman bagian voucher plushalaman tokopedia care untuk menghubungi agen cfs gagal dimuat untuk redmi a sebelumnya saya pakai samsung a karena samsung a saya sedang ada kendala akhirnya saya pakai hp redmi a untuk device cadangan sayang sekali halaman tambah voucher gagal ditampilkan khususnya untuk voucher tambah diskon rb tanpa admin belanja semoga kedepannya bisa lebih baik lagi walaupun aplikasi dipakai untuk device android versi lama terimakasih,,negatif
dulu asik bner banyak cash backnya sama gratis ongkir bneran nolong sekrng semakin hari cash back sulit ongkir nya juga tinggi di tambah yang murah kadang tidak bisa kirim dngan alamat tidak kurir woy saya tinggal dikota palembang bukan plosok aneh benar aplikasi ini,,negatif
saya donlod aplikasi tiktok sheller jadinya hampir tiap hari di telepon csnya telpon tidak diangkat besoknya nelpon lagisudah satu minggu ditelpon customer service tiktok sheller jadi tidak nyaman,,negatif
belanja online komplit cepat murah mudah dengan berbagai sistem pembayaran,,positif
paket selalu telat datang bisa dalam waktu hari atau lebih,,negatif
dikembalikan dana lama tolong diperbaiki,,negatif
pengiriman lambat tidak bisa pilih ekspedisi juga tolong diperbaiki,,negatif
oke cepat,,positif
bagus,,positif
saya sebenarnya dulu suka sekali dengan tokopedia sering saya jadikan marketplace utama ketika berbelanja tapi ada kejadian lupa bayar gopaylater rb akun langsung di blokir padahal denda sudah di bayar itu pun tanggal sudah clear malas lah sekarang pakai sekarang pindah aplikasi toko oren bisa beri limit x lipat dari yang di kasih gopay saking percaya nya toko oren terhadap pelanggan bye tokopedia,,negatif
keren,,positif
aplikasi sedikit bisa membantu yang sesat di jalan,,negatif
mau pesan promo nya hilang gila benar,,negatif
sangat baik,,positif
diskonnya waktu beli hilang diskon buat pemanis aja,,negatif
woi tampilan nya kenapa berubah ubah saya jadi bingung bayar gopay later,,negatif
tokopedia kalau komplain barang minta retur lama banget proses nya harusnya kalau retur makanan seperti coklat jangan lama udah mau minggu baru di proses minta di kirim ulang barang nya mana coklatnya gampang meleleh tidak semua orng punya lemari es oi gue pesan coklat pcs yang datang hanya pcs mana harganya mahal rb yang datang hanya coklat kecil² hanya mending beli silverqueen yang kg,,negatif
pinjemin dana,,negatif
sering error tidak bisa dibuka di hp pdahal udah sering update juga,,negatif
banyak keuntungan transaksi dipermudah kredivo tiktok dan lain lain terima kasih tokopedia,,negatif
promo kadang tidak bisa dipakai,,netral
admin tokopedia sekarang kurang bisa diandalkan saya komplain dari tanggal september sampai sekarang tidak ada kejelasanbeli barang kelihatan dikemas dan dikirim selisih jam langsung selesaibegitu dikomplain barang belum diterima oleh pembeli dari penjualnya menolak dikomplain dan kurir tidak di investigasi karena tidak ada foto penerima dan foto resinya jawaban juga ber putar dari admin dan ini mencari kelengahan dari pembeli supaya pesanan komplain selesai jadi harus selalu update,,negatif
saya sering belanja dari tokopediaalhamdulillah barangnya bagusbagus dan murah dan cepat sampai sesuai dan pengiriman nya cepat sesuai perjanjian kirim tterimakasih tokopedia good luck dan semoga selalu amanah,,positif
memudahkan dan sangat membantu penjual dan pembeli,,positif
banyak seller penipu di sini dan proses pengembalian dana nya berteletele dan ribet tidak ada solusi sama sekali,,negatif
lengkap dan terpercaya,,positif
bagus,,positif
baru aja saya mau bayar tagihan lewat tokopedia ternyata gagal transaksinya dan katanya dana refun tp dananya keterangannya sedang proses review belum masuk sedangkan saya butuh uangnya komplain customer service percuma lambat g respon masa dikembalikan uang makan waktu lama kemarin transaksi gagal juga tp lsgsg balik saldonya la hari ini licik banget giliran besar balikinnya lama banget uang saya,,negatif
baik,,positif
akun saya tiba tiba no hp nya ganti terus berkas berkas transaksi ilang semua aneh emng tokopedia ini paling aman ya shopee,,negatif
error terus menerus,,negatif
ribet,,negatif
saya tidak lagi menggunakan aplikasi ini kerena proses pengembalian barang yang tidak masuk akal setelah melihat kasus tas touring yang juta jadi bye bye pindah ke oren,,negatif
tim tokopediacare nya saya kurang puas dengan kinerjanya sangat lama menyelesaikan masalah nya tolong hargai tiap customer,,negatif
mantap,,positif
tolong adain fitur percepat pesanan ke jasa pengiriman dishopee udah dari dulu barang stuk disitu mau komplain ribet harus tunggu hari h note saya bintang agar kalian bisa bacalikemuncul diulasan kalian,,negatif
terimakasih sudah memberikan pelayanan yang baik,,positif
cinta tokopedia,,positif
tokopedia sekarang tidak beres pengiriman ekspress kok jadinya ekonomi jaminan barang tiba sesuai yang tertera hanya omong kosong saja telat sudah bermingguminggu tidak cepat direspon admin tokopedia carenya budek dan lambat diajukan komplain dan permintaan dikembalikan very slow parah sekali mikir sekian kali lagi untuk transaksi di tokopedia,,negatif
belanja lebih mudah,,positif
jelek dikembalikan saldo hrus tunggu x jam penarikan saldo hrus tunggu jam,,negatif
narik saldo ke rekening akun sendiri d tahanngeselin padahal buat belanja lagi membuat kapok naro saldo nominal besar di tokopedia gaes kalau mau narik uang jangan langsung sekaligus lama sedikit sedikit aja uang kita sebagai pembeli di tahan,,negatif
beberapa fitur perlu perbaikan untuk pengalaman belanja lebih lancar,netral,netral
kecewa banget sama pelayanan pihak tokopedia ini pelayanan lambat banget sumpah penarikan dana dikembalikan ke rekening lama acc nya heran banget pedahal klo tiktok mah hitungan detik ini tokopedia berhari hari kok bisa gitu pedahal penarikan saldo kan kadang di perlukan loh jadi tolong direvisi lagi pelayanan nya gercep dong jangan lambat sumpah kecewa banget,,negatif
hati jika anda sebagai buyer dan berbelanja di tokopedia saat buyer mengalami penipuan dari seller csf tokopediacare tidak menanggapi kasus dengan detail dan progresif berulang kali menghubungi customer service tidak ada tanggapan hanya dibuatkan tiket komplain dan tidak ada tindak lanjut terkait saldo kompensasi dan dana dikembalikan pun hanya omong kosong selamatkan uang anda dari kejahatan sistem tokopedia,,negatif
pembayaran semakin mudah dan praktis ekonomis,,positif
pelayanan buruk customer service hanya bot alamat tiba berubah sampai di retur pesanan saya,,negatif
woy pedia saya punya pantun buat lo dengerin y beli pulsa dapat cashback cashbacknya membuat susah katanya ecommerce terhebat promo palsu membuat resah maka tuh pantun hinaan hahahaha,,negatif
oi yang benar lah stlah kali update mau ganti mode pembayaran aja lambat baget tidak bisa tunggu nya sampai th apa lagi mau cekout susah benar,,negatif
cukup puas belanja di tokopedia hanya ongkir terlalu mahal kalau bisa ongkir di kurangi itu aja,,negatif
aplikasi tidak bisa di buka,,negatif
sekarang kurang asik buat berselancar di tokopedia setiap klik etalase terus balik lagi malah di ulang dari awal lagi balik scroll keatas lagi menganggu banget tidak nyaman,,negatif
admin lambat sampai sekarang belum solve pesanan saya,,negatif
saya pesan tab di toko seller tanggal oktober di estimasi sampai tanggal oktober di kirim nya malah tanggal oktober dan dari tanggal sampai tanggal oktober tidak ada update apapun di lacak masih di tangan kurir sudah chat ke seller tapi respon seller seperti tidak peduli kaya lepas tangan gamau tanggung jawab udah ngajuin komplain tapi di tolak alasan barang sudah di kirim dan admin tokopedia pun slow respon malah gada solusi sama sekali jelek banget sumpah,,negatif
ketika pengiriman barang tidak sampai dan return ke penjual dikembalikan debit online hari lamanya ini buruk sekali dan ini ke x nya tokopedia harus perbaiki ini karena pembeli akan menunggu lama untuk bisa membeli lagi,,negatif
fitur notifikasi menginformasikan status pengiriman,netral,netral
oke sih simpel dan sangat membantu dalam belanja,,positif
keren,,positif
masa cman pro kepada penjual aja,,negatif
good lebih mutakir dan enteng dan nyaman d gunakan,,positif
beberapa kali order selalu lewat dari estimasi dari sekian yang terlewat hanya yang diberikan konpensasi itu pun karna saya terus laporan kalau di shopee otomatis dapat vouvher konpensasi disini hadeuuh kecewa jauh dari harapan pelayanannya,,negatif
paling bagus untuk berbelanja di toko pedia ini,,positif
sudah tidak layak ada di market indo wd uang masa seminggu ber putar dulu ke bank dunia kali ya,,negatif
ribet banget segala harus diverifikasi barang gojek ribet lambat lama,,negatif
tempat beli barang,netral,netral
feed yang saya following tidak bisa discroll jadi tidak bisa lihat update stok toko favorit,,negatif
bisa liat detail toko dulu sebelum beli barang,netral,netral
enak gampang banyak diskon cocok lah ama saya si sultan dubai,,negatif
ecommerce paling jelek ribet ngaco sedunia user dan seller paling dirugikan ada masalah tidak bisa chat dengan customer service hanya dilayani bot yang tidak ada manfaat uninstall langkah terbaik atas aplikasi ini,,negatif
tambah kan fiturnya terus tambah kan diskonnya dong,netral,netral
mulai lambat sekarang malah tambah banyak toko tidak amanah,,negatif
proses dikembalikan sulit dan berbelit lebih bagus shopee,,positif
mantap sekali,,positif
sekarang kenapa agak lama yh,,negatif
apaan coba masa mengirim paket dari jatim ke jateng hari belum datang kocak aplikasi mending disebelah hari sudah datang,,negatif
good aplikasi gratis ongkir semua yang kita mau ada di sini,,negatif
beli di tokopedia cara pembayaran sangat mudah lewat aplikasi apapun langsung deal,,positif
pelayanan dan fasilitas cuma gitugitu aja tapi biaya layanan naik terus buat nutupin harga saham yang tidak ketolongan ye transaksi batal pun juga biaya layanan tidak dikembalikan bubar aja dah kalian tokopedia,,negatif
oke,,positif
mantap,,positif
suka banget beli online,,negatif
aplikasi tipu,,negatif
bagus,,positif
sistem retur barang ga jelas dana pengembalian belum cair cair udah hari tokopedia ga jelas jangan pada mau belanja disini kalau ada bintang minus saya kasih,,negatif
oke,,positif
kenapa saya tidak bisa daftar program affiliate,,negatif
jelek tidak bisa pesan pakai bebas ongkir,,negatif
lebih nyaman ini ketimbang si oren,,negatif
hapus opsi jasa pengiriman ekspedisi ninja xpres,netral,netral
klaim asuransi kerusakan dari solusiutama pembohong sudah bayar asuransi namun klaim di tolak aneh rugi bayar asuransi,,negatif
sekarang ada error di bagian feed folowwingtidak bisa scroll mohon segera diperbaiki,,negatif
sangat membantu,,positif
pesanan di batalkan dan uang dikembalikan saya belum kembali sampai lebih dari hari lewat mandiri,,negatif
proses penarikan dana sangat susah sama sekali tidak ada respon customer service sangat menyesal menggunakan toko pedia untuk semua nya lebih baik menggunakan aplikasi orange,,positif
terbaik,,positif
aplikasi nya lebih bagus dari shopee tapi biaya pengiriman nya mahal,,negatif
semoga kedepannya sukses terus,,positif
kalau harga mahal bisa beli ketika harga murah langsung aja error,,negatif
mudah murah,,positif
oke,,positif
begitu ada diskon langsung error,,negatif
tokopedia mantap,,positif
ribet dan bertele tele dalam komplain,,negatif
sekali minggu update,,negatif
oke banget,,positif
kok susah amat masuk aplikasinya,,negatif
pengembalian saldo belum di dikembalikan padahal peraturannya kalau dikembalikan ke gopay hanya x sehari tapi ini sudah lebih dari sehari tolong saya hanya ingin uang saya kembali,,negatif
error mulu si mau mesen tidak bisa saya,,negatif
dapat kupon terus setiap hari belanja online,,negatif
jangan pakai aplikasi ini sekarang jelek banget pelayanannya buruk lama nunggunya customer servicenya tidak berguna tidak bisa ngapa ngapain pesanan produk aja tidak bisa ngurus hanya dibuat mutermuter mending pakai aplikasi shopee aja atau lazada apa yang lainnya yang fokus buat jualan yang tidak kaya tokopedia jelek banget apalagi sejak kerjasama dengan tiktok jadi lebih parah aplikasinya kaya orang tlol yang mau di buat mutermuteruninstall tokopedia pindah ke yang lain,,negatif
good experience,,negatif
mantap,,positif
tidak perlu ribet sangat cepat,,positif
belum pernah beli,,netral
murah semoga semakin murah lagi,,positif
ongkir bos diturunkan,,negatif
dah malas belanja di tokopedia tiap scroll klik barang pas back malah kembali ke awal atas terus aja kaya gt n berat lagi jadi ribet,,negatif
mulai sekarang unistall mau berhenti jualan disini karna pembayaran tokopedia harus tunggu jam x hari baru saldo masuk seola olah hasil jualan kita jadi saham ditokopedia sellerburuk sekalidan terlalu banyak biaya penanganan biaya iniitu jadi hampir hasil penjualan dipotongparah,,negatif
kali orderan pelayanan tokopedia care buruk mau claim banyak alasan sampai seminggu tetap beralasan yang paling parah makanan dan obat ternyata bukan makanan brand malah makanan repack kiloan dan semua over claim dan palsu sampai membanhayakan nyawa orang tua saya,,negatif
tolong pisahkan tokopedia dengan tiktok shop,netral,netral
saya mesan paket ditiktok melalui tokopedia tapi barang tida sesuai dengan apa yang saya pesan dan tidak ada taggpan saat saya mengajukan pengembalian barang padahal saya benar benar berharap bahwa saya tidak ingin rugi,,negatif
kepada pihak tokpedia mohon jangan pakai jasa cicepatpihak terkait pasti sudah tau juga kan alasan nyapesanan hilang kalopun tidak hilang satu bulan baru sampai,,negatif
udah mending unistall aja aplikasi ini kapok saya pakai aplikasi ini padahal saya sudah sering transaksi pakai apliaksi ini tapi kalau ini kelewatan setelah dikembalikan auto unistall aplikasi asli parah dari customer service sampek seller tolol semua udah mending jangan belanja di tokopedia paraash,,negatif
tokopedia memenuhi semua ya dibutuhkan pokonys mantap,,positif
mantap,,positif
dulu saya suka banget belanja disini tapi sekarang jadi beda kurirnya lambat pick up pesanan seller pada cuek kalau ditanya csnya lambat dan tidak nyaman pesanan juga ada masalah,,negatif
mantul dapat harga pulsa rupiah,,negatif
aplikasi yang bermanfaat aman dan mudah digunakan hatur nuhun,,positif
oke,,positif
alhamdulillah sejauh ini saya memakai tokopedia aman saja banyak promo dn potongan harganya barang terjamin keasliannya dn keadaannya kalaupun retur cukup mudah prosesnya,,positif
tunggakan paylater tokopedia mahal bro lebih baik jangan download,,positif
mantap,,positif
oke semoga berkah,,positif
diskon nya besar sih tapi jelek nya paket ku gagal dikirim,,negatif
jadi tambah rusak tokopedia kerja sama dengan ninjaxpress pesanan saya tanggal september sampai sekarang tanggal oktober belum juga dikirim update pengiriman tidak jelas komplain sempat ditolak saya ajukan komplain lagi sampai sekarang tidak direspon penjahat lo semua,,negatif
terlalu sering ada permintaan update,,negatif
sering di telpon misterius buruk sekali pelayanannya,,negatif
paket estimasi datang tanggal mei sudah telat tiba ditambah lagi estimasinya jadi mei parah sekali ini tokopedia,,negatif
lama lama rusak ni tokopedia penarikan dana lama banget mending beralih ke toko oren dah ampun dah tokopedia,,negatif
masalah bagus up emoney keatas error update saldo saldo tidak nambah uang tidak bisa balik karena udah di tf terus uang nya kemana jir,,negatif
sedikit masukan aja tolong di kasih fitur pemilihan ekspedisinya beberapa jasa ekspedisi kadang lambat penangannannya jadi kita bisa pilih penyedia ekspedisi yang mumpuni di daerah kita,,negatif
mau redeem gift card susah amat anjg,,negatif
sudah sulit bertahan dulu suka pakai ijo sekarang jujur saya lebih puas dengan orange mhon maaf sebelumnya terima kasih,,negatif
gara gara expedisi jasa pengiriman jne aku kasih bintang tidak ada tindakan buat jasa pengiriman jne yang selalu lambat dalam pengiriman minimal teguran lah atau putus kontrak dengan mereka beli barang online selalu telat dan bermasalah kalau dianter jasa pengiriman jne,,negatif
kecewa dan sangat kecewa saya berblnja di tokopedia saya membuat pengajuan dan pngduan responnya gitu_gitu aja,,negatif
mantap murah dan original,,positif
respon tokopedia sekarang kok lambat banget sering gangguan kok lambat banget buka halaman aja tidak ada foto nya dan pokok nya lambat,,negatif
masa saya download tidak bisa,,negatif
notifnya ganggu,,negatif
sekarang susah banget hubungichat dengan penjualbikin aplikasi ko ribet bgtmakin sini ko jadi semakin kesana malah mundur padahal saya gold member,,negatif
saya suplayer batu bata merah ikut gabung buat pengiriman,,negatif
senang sekali,,positif
membuat stress gara² pencarian ngaco,,negatif
biaya admin persen dari omzet penjualan kotor itu sangat tidak manusiawi untung udah tidak seberapa di babat sama biaya admin,,negatif
pelayanan customer service semakin jelek mulai banyak toko penipuan dn penanganan masalah lama respon customer service nya pun maikin memburuk,,negatif
heran di tokopedia ini terlalu banyak pedang penipu nya ya dan seperti sengaja di biarkan oleh tokopedia mohon saran setiap selesai pengantaran tolong tombol selesainya jngn terpampang paling utama di di depan karna kita belum jelas liat barangnya keburu terpencet tombol selesai pengantaran pdhal barang yang di kirim sampah alias toko penipuan dan untuk tombol komplain di buat jngn sulit di akses sehingga memudahkan kita untuk komplain prantas pedangan penipu sudah terlalu meresahkan di aplikasi ini,,negatif
aplikasi mau cek out aja lambat tidak jadi beli aturan beli sini jadi beli ke orenge,,negatif
banyak toko tipu di retur susah skali di tokopedia ini uang blum kembali smpai sekarang,,negatif
jelek tidak bisa pesan barang pakai gratis ongkir,,negatif
bagus cepat tanggap,,positif
makasih tokopedia dan semua tim dari tokopedia kalian the best,,positif
minta di updated terus tiap buka app ngabisin data ajh bisa malah gagal terus ujung nya,,negatif
pantas harga barang di tokopedia lebih mahal krna potong untuk tokopedia dari hasil penjual nya besar banget gmna umkm mau maju wong sama tokopedia nya di peres,,negatif
membantu,,positif
saya tidak bisa mengajukan komplain sudah dipencet tombol ajukan komplain tapi terus loading tidak selesai,,negatif
customer service tidak jelas pengembalian barang tidak ada kejelasana,,negatif
kategori produk di aplikasi diatur supaya gampang dicari,netral,netral
barang rusak karna pengiriman tidak bagus tidak bisa di dikembalikan mending beli online barang yang jangan pecah belah tidak bisa di dikembalikan,,negatif
mantap,,positif
metode pembayaran lain tidak bisa digunakan dana dikembalikan tidak bisa dipakai jadi ngejogrog bae,,negatif
bagus,,positif
tolong dong lebih seleksi lagi dalam memasukkan penjual ke aplikasi ini saya kena tipu disini hp sampai sekarang tidak dateng dateng nama toko nya spade clouser emang toko anj tolong dong tindaknya coba ikutin aplikasi sebelah oyen tidak ada nipu selama saya belanja di sana sekali saya belanja disini kena tipu asw emang udah mah tidak bisa lapor lagi disini pokoknya ini aplikasi paling tidak saya suka selama hidup saya trauma saya,,negatif
akun ya lama ada yang masukin dan tiba pesen barang tanpa sepengantuhan ku masak akun bisa di masuk akun lain dan akun langsung ku tutup permanen,,negatif
sering error ngajuin kenaikan limit tokopedia card malah error terus semakin sini semakin jelek aplikasi nya error terus,,negatif
